           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;3.14;"SULAWESI TENGGARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;3.65;GORONTALO
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;2.98;"SULAWESI BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;7.77;MALUKU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;4.82;"MALUKU UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;7.52;"PAPUA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;3.96;PAPUA
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2017;Februari;5.33;INDONESIA
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;8.13;ACEH
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;6.49;"SUMATERA UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.81;"SUMATERA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.94;RIAU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;4.66;JAMBI
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.94;"SUMATERA SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.84;BENGKULU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;4.54;LAMPUNG
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;6.17;"KEP. BANGKA BELITUNG"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;9.03;"KEP. RIAU"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.77;"DKI JAKARTA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;8.57;"JAWA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;4.2;"JAWA TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;2.81;"DI YOGYAKARTA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;4.14;"JAWA TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;7.95;BANTEN
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;2.12;BALI
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.66;"NUSA TENGGARA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.59;"NUSA TENGGARA TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;4.58;"KALIMANTAN BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.67;"KALIMANTAN TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.63;"KALIMANTAN SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;8.86;"KALIMANTAN TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.92;"KALIMANTAN UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;7.82;"SULAWESI UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.46;"SULAWESI TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.11;"SULAWESI SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.78;"SULAWESI TENGGARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.88;GORONTALO
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;2.72;"SULAWESI BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;6.98;MALUKU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;3.43;"MALUKU UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.73;"PAPUA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;2.97;PAPUA
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2016;Februari;5.5;INDONESIA
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;7.73;ACEH
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;6.39;"SUMATERA UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.99;"SUMATERA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;6.72;RIAU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;2.73;JAMBI
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.03;"SUMATERA SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.21;BENGKULU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.44;LAMPUNG
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.35;"KEP. BANGKA BELITUNG"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;9.05;"KEP. RIAU"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;8.36;"DKI JAKARTA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;8.4;"JAWA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.31;"JAWA TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.07;"DI YOGYAKARTA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.31;"JAWA TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;8.58;BANTEN
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;1.37;BALI
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.98;"NUSA TENGGARA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.12;"NUSA TENGGARA TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.78;"KALIMANTAN BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.14;"KALIMANTAN TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.83;"KALIMANTAN SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;7.17;"KALIMANTAN TIMUR"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.79;"KALIMANTAN UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;8.69;"SULAWESI UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;2.99;"SULAWESI TENGAH"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.81;"SULAWESI SELATAN"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.62;"SULAWESI TENGGARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.06;GORONTALO
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;1.81;"SULAWESI BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;6.72;MALUKU
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.56;"MALUKU UTARA"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;4.61;"PAPUA BARAT"
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;3.72;PAPUA
"Tingkat Pengangguran Terbuka Menurut Provinsi";"Tidak Ada";2015;Februari;5.81;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";14.64;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";8.42;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";5.92;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.78;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";7.62;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";11.9;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";14.62;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";11.57;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";4.45;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.24;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";4.69;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";8.06;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";10.93;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";11.34;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";10.38;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.16;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";4.57;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";13.68;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";20.05;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.73;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";5.28;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";4.49;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.31;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.77;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";7.28;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";12.33;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";8.63;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";11.17;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";15.42;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";11.75;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";15.97;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";6.23;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";21.33;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";26.56;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2022;"Semester 1 (Maret)";9.54;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";15.33;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";9.01;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";6.63;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";7.12;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";8.09;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";12.84;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";15.22;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";12.62;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";4.9;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";6.12;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";4.72;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";8.4;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";11.79;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";12.8;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";11.4;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";6.66;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";4.53;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";14.14;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";20.99;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";7.15;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";5.16;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";4.83;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";6.54;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";7.36;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";7.77;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";13;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";8.78;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";11.66;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";15.61;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";11.29;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";17.87;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";6.89;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";21.84;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";26.86;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2021;"Semester 1 (Maret)";10.14;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";14.99;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";8.75;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";6.28;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";6.82;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";7.58;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";12.66;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";15.03;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";12.34;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";4.53;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";5.92;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";4.53;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";7.88;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";11.41;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";12.28;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";11.09;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";5.92;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";3.78;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";13.97;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";20.9;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";7.17;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";4.82;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";4.38;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";6.1;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";6.8;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";7.62;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";12.92;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";8.72;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";11;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";15.22;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";10.87;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";17.44;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";6.78;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";21.37;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";26.64;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2020;"Semester 1 (Maret)";9.78;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";15.32;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";8.83;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";6.42;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";7.08;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";7.6;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";12.71;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";15.23;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";12.62;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";4.62;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";5.9;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";3.47;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";6.91;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";10.8;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";11.7;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";10.37;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";5.09;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";3.79;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";14.56;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";21.09;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";7.49;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";4.98;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";4.55;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";5.94;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";6.63;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";7.66;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";13.48;"SULAWESI TENGAH"
